"","casenum","statenum","vehnum","persontotal","agemin","agemax","numfatal","day","month","year","modelyear","make","cellphoneuse"
"25514",120,40,3,1,65,65,0,16,3,2016,2013,2,0
"25515",125,40,1,1,78,78,1,22,2,2016,2008,20,0
"25516",128,40,1,1,68,68,0,3,3,2016,2008,12,0
"25517",136,40,3,1,55,55,0,17,4,2016,2010,7,0
"25518",137,40,2,1,34,34,0,21,4,2016,2011,20,0
"25519",140,40,1,1,34,34,0,21,4,2016,2016,20,0
"25520",145,40,2,1,30,30,0,14,3,2016,2015,23,0
"25521",150,40,1,1,48,48,1,23,3,2016,2011,49,0
"25522",159,40,2,1,57,57,0,27,4,2016,2013,20,0
"25523",160,40,1,1,32,32,0,22,4,2016,2011,42,0
"25524",165,40,1,1,35,35,0,5,5,2016,2014,35,0
"25525",170,40,1,1,25,25,1,11,5,2016,2013,35,0
"25526",171,40,2,1,64,64,0,18,4,2016,2015,6,0
"25527",180,40,1,1,36,36,1,6,5,2016,2015,37,0
"25528",184,40,2,1,17,17,0,7,5,2016,2009,24,0
"25529",186,40,1,1,24,24,1,15,5,2016,2009,20,0
"25530",189,40,1,1,49,49,0,31,3,2016,2011,12,0
"25531",197,40,1,1,65,65,1,25,5,2016,2015,12,0
"25532",204,40,1,1,34,34,0,24,4,2016,2015,20,0
"25533",211,40,1,1,29,29,1,17,5,2016,2011,49,0
"25534",225,40,1,1,60,60,0,8,6,2016,2011,23,0
"25535",226,40,1,1,42,42,0,27,5,2016,2008,12,1
"25536",228,40,1,1,72,72,1,1,6,2016,2012,20,0
"25537",230,40,1,1,20,20,1,30,4,2016,2008,49,0
"25538",231,40,1,1,26,26,0,6,6,2016,2008,12,0
"25539",235,40,1,1,71,71,1,9,4,2016,2016,7,0
"25540",245,40,1,1,49,49,1,6,6,2016,2015,49,0
"25541",250,40,1,1,27,27,0,3,5,2016,2012,12,0
"25542",257,40,1,1,58,58,1,15,6,2016,2012,20,0
"25543",261,40,1,1,33,33,1,23,6,2016,2016,7,0
"25544",267,40,1,1,32,32,1,30,6,2016,2013,20,0
"25545",268,40,2,1,37,37,0,1,6,2016,2008,7,0
"25546",273,40,2,1,59,59,0,10,3,2016,2010,37,0
"25547",276,40,1,1,56,56,1,5,6,2016,2014,49,0
"25548",285,40,2,1,42,42,1,7,7,2016,2016,35,0
"25549",287,40,1,1,38,38,0,11,7,2016,2008,37,0
"25550",308,40,2,1,64,64,1,26,6,2016,2012,20,0
"25551",312,40,1,1,73,73,1,25,7,2016,2008,49,0
"25552",315,40,1,1,34,34,1,17,7,2016,2008,12,0
"25553",321,40,1,1,23,23,0,6,8,2016,2013,23,0
"25554",323,40,1,1,90,90,1,28,7,2016,2011,49,0
"25555",326,40,2,1,41,41,1,2,8,2016,2014,12,0
"25556",328,40,1,1,30,30,1,9,8,2016,2008,2,0
"25557",330,40,3,1,20,20,0,21,3,2016,2008,37,0
"25558",334,40,2,1,60,60,0,11,6,2016,2011,49,0
"25559",336,40,1,1,30,30,1,12,8,2016,2011,23,0
"25560",345,40,1,1,34,34,1,3,8,2016,2009,20,0
"25561",347,40,1,1,63,63,1,10,8,2016,2011,12,0
"25562",348,40,2,1,37,37,1,18,8,2016,2008,12,0
"25563",358,40,1,1,57,57,0,26,8,2016,2015,59,0
"25564",368,40,1,1,24,24,1,3,9,2016,2010,20,0
"25565",374,40,1,1,52,52,1,24,8,2016,2012,7,0
"25566",378,40,1,1,33,33,0,27,8,2016,2012,34,0
"25567",380,40,1,1,26,26,0,7,7,2016,2014,37,0
"25568",385,40,1,1,17,17,0,6,9,2016,2016,18,0
"25569",394,40,1,1,24,24,1,11,9,2016,2011,20,0
"25570",405,40,2,1,39,39,0,24,8,2016,2016,7,0
"25571",410,40,1,1,66,66,1,19,9,2016,2013,20,0
"25572",418,40,1,1,16,16,0,14,8,2016,2010,7,0
"25573",419,40,1,1,24,24,1,30,8,2016,2010,55,0
"25574",434,40,1,1,27,27,0,14,9,2016,2011,49,0
"25575",437,40,2,1,34,34,0,4,10,2016,2013,32,0
"25576",439,40,2,1,41,41,0,8,9,2016,2008,37,0
"25577",442,40,2,1,57,57,1,12,10,2016,2014,35,0
"25578",450,40,1,1,45,45,0,24,10,2016,2015,20,0
"25579",455,40,1,1,70,70,0,30,8,2016,2014,12,0
"25580",466,40,1,1,18,18,1,16,9,2016,2009,59,0
"25581",467,40,1,1,19,19,0,27,9,2016,2008,55,1
"25582",473,40,1,1,67,67,1,3,11,2016,2008,30,0
"25583",475,40,2,1,53,53,0,22,9,2016,2014,12,0
"25584",481,40,1,1,20,20,0,9,9,2016,2012,20,0
"25585",483,40,2,1,50,50,0,24,10,2016,2015,12,0
"25586",484,40,1,1,19,19,1,29,10,2016,2012,20,1
"25587",487,40,1,1,22,22,1,7,11,2016,2013,67,0
"25588",489,40,1,1,30,30,0,2,11,2016,2016,48,0
"25589",491,40,2,1,57,57,0,20,10,2016,2008,12,0
"25590",494,40,2,1,64,64,0,19,8,2016,2008,55,0
"25591",500,40,1,1,65,65,1,16,11,2016,2008,41,0
"25592",510,40,2,1,53,53,0,5,11,2016,2012,49,0
"25593",511,40,1,1,15,15,1,16,11,2016,2012,30,0
"25594",519,40,2,1,34,34,0,16,7,2016,2011,12,0
"25595",520,40,1,1,66,66,1,25,10,2016,2008,63,0
"25596",522,40,1,1,41,41,1,6,11,2016,2013,12,0
"25597",527,40,1,1,76,76,1,21,11,2016,2008,55,0
"25598",533,40,1,1,24,24,0,26,11,2016,2010,48,0
"25599",542,40,2,1,27,27,0,14,11,2016,2015,20,0
"25600",554,40,1,1,65,65,1,16,12,2016,2016,23,0
"25601",556,40,1,1,21,21,1,9,12,2016,2010,35,0
"25602",557,40,2,1,51,51,1,13,12,2016,2011,41,0
"25603",582,40,1,1,36,36,0,21,12,2016,2016,23,0
"25604",584,40,1,1,30,30,1,30,12,2016,2010,12,0
"25605",587,40,1,1,66,66,0,23,7,2016,2009,20,0
"25606",590,40,1,1,61,61,0,7,10,2016,2010,12,0
"25607",600,40,2,1,58,58,0,23,12,2016,2015,20,0
"25608",604,40,1,1,27,27,0,28,12,2016,2010,48,0
"25609",605,40,1,1,43,43,0,1,12,2016,2015,20,0
"25610",614,40,1,1,71,71,1,1,10,2016,2012,23,0
"25611",617,40,2,1,19,19,0,9,11,2016,2014,7,0
"25612",620,40,1,1,31,31,0,2,11,2016,2015,20,0
"25613",626,40,2,1,21,21,0,12,12,2016,2015,12,0
"25614",1,41,2,1,43,43,0,5,1,2016,2008,49,0
"25615",16,41,2,1,31,31,0,23,1,2016,2008,12,0
"25616",23,41,1,1,65,65,1,1,2,2016,2015,20,0
"25617",27,41,1,1,84,84,0,8,2,2016,2015,54,0
"25618",28,41,1,1,44,44,0,11,2,2016,2012,12,0
"25619",32,41,1,1,50,50,1,19,2,2016,2013,41,0
"25620",42,41,1,1,32,32,0,27,2,2016,2012,48,0
"25621",44,41,2,1,64,64,0,1,3,2016,2008,23,0
"25622",45,41,1,1,53,53,0,2,3,2016,2015,12,0
"25623",49,41,1,1,37,37,1,9,3,2016,2008,49,0
"25624",57,41,1,1,29,29,0,19,3,2016,2012,37,0
"25625",64,41,1,1,21,21,0,28,3,2016,2013,63,0
"25626",77,41,1,1,23,23,0,4,1,2016,2009,35,0
"25627",87,41,1,1,59,59,0,28,3,2016,2008,35,0
"25628",90,41,2,1,56,56,0,6,4,2016,2013,42,0
"25629",96,41,2,1,72,72,1,13,4,2016,2015,49,0
"25630",105,41,1,1,42,42,0,8,2,2016,2014,7,0
"25631",106,41,1,1,42,42,0,14,2,2016,2009,13,0
"25632",111,41,1,1,20,20,1,23,4,2016,2010,35,0
"25633",112,41,1,1,18,18,0,24,4,2016,2015,63,0
"25634",116,41,1,1,34,34,0,29,4,2016,2013,20,0
"25635",120,41,2,1,66,66,0,2,5,2016,2008,20,0
"25636",136,41,2,1,25,25,0,16,5,2016,2014,20,0
"25637",143,41,2,1,23,23,0,25,5,2016,2008,7,0
"25638",157,41,1,1,19,19,1,10,6,2016,2010,55,0
"25639",159,41,1,1,21,21,1,16,6,2016,2009,55,0
"25640",162,41,2,1,45,45,0,22,5,2016,2011,30,0
"25641",169,41,1,1,21,21,1,18,6,2016,2012,55,0
"25642",173,41,1,1,72,72,1,21,6,2016,2008,49,0
"25643",186,41,1,1,64,64,0,30,6,2016,2013,35,0
"25644",203,41,2,1,58,58,1,13,7,2016,2014,12,0
"25645",220,41,1,1,53,53,0,2,3,2016,2008,12,0
"25646",228,41,1,1,63,63,1,30,7,2016,2010,55,0
"25647",230,41,1,1,46,46,0,5,8,2016,2016,7,0
"25648",231,41,1,1,38,38,0,5,8,2016,2012,49,0
"25649",234,41,1,1,76,76,1,2,8,2016,2008,35,0
"25650",237,41,1,1,92,92,1,7,8,2016,2008,37,0
"25651",240,41,1,1,67,67,0,8,8,2016,2009,30,0
"25652",241,41,1,1,61,61,1,9,8,2016,2016,35,0
"25653",242,41,2,1,48,48,0,11,8,2016,2012,37,0
"25654",263,41,1,1,36,36,0,24,8,2016,2008,35,0
"25655",265,41,2,1,31,31,0,28,8,2016,2008,20,0
"25656",268,41,1,1,27,27,1,29,8,2016,2008,49,0
"25657",274,41,1,1,59,59,1,4,8,2016,2015,20,0
"25658",276,41,1,1,84,84,1,14,8,2016,2014,49,0
"25659",286,41,1,1,20,20,1,13,9,2016,2008,12,0
"25660",294,41,2,1,46,46,0,2,9,2016,2012,7,0
"25661",298,41,1,1,27,27,1,4,9,2016,2012,12,0
"25662",300,41,1,1,46,46,1,24,9,2016,2009,41,0
"25663",302,41,2,1,45,45,0,20,9,2016,2009,49,0
"25664",304,41,1,1,81,81,1,10,8,2016,2012,49,0
"25665",312,41,2,1,40,40,0,28,9,2016,2012,54,0
"25666",320,41,1,1,75,75,0,24,9,2016,2015,20,0
"25667",322,41,2,1,54,54,0,30,9,2016,2016,49,0
"25668",327,41,1,1,74,74,1,15,6,2016,2010,20,0
"25669",328,41,1,1,68,68,1,20,6,2016,2011,18,0
"25670",336,41,1,1,63,63,1,7,8,2016,2010,18,0
"25671",338,41,2,1,23,23,0,21,11,2016,2009,52,0
"25672",339,41,1,1,30,30,0,28,11,2016,2011,35,0
"25673",345,41,2,1,59,59,0,8,12,2016,2016,7,0
"25674",346,41,1,1,33,33,0,10,12,2016,2015,7,0
"25675",355,41,3,1,37,37,0,20,12,2016,2017,34,0
"25676",365,41,1,1,77,77,1,24,10,2016,2009,37,0
"25677",381,41,1,1,19,19,0,22,10,2016,2012,48,0
"25678",383,41,1,1,28,28,0,26,10,2016,2012,55,0
"25679",391,41,1,1,29,29,0,10,11,2016,2015,48,0
"25680",394,41,3,1,59,59,0,14,11,2016,2014,48,0
"25681",408,41,1,1,27,27,0,22,11,2016,2013,12,0
"25682",414,41,2,1,23,23,0,26,11,2016,2010,37,0
"25683",432,41,2,1,33,33,0,26,12,2016,2014,7,0
"25684",434,41,1,1,50,50,0,27,12,2016,2012,23,0
"25685",436,41,1,1,19,19,0,31,7,2016,2015,37,0
"25686",440,41,1,1,17,17,0,31,12,2016,2013,7,0
"25687",446,41,1,1,60,60,0,21,12,2016,2008,13,0
"25688",11,42,1,1,68,68,1,14,1,2016,2008,7,0
"25689",17,42,2,1,20,20,0,25,1,2016,2012,30,0
"25690",24,42,1,1,85,85,1,6,1,2016,2011,55,0
"25691",26,42,1,1,34,34,0,1,1,2016,2013,12,0
"25692",28,42,1,1,28,28,1,29,1,2016,2009,19,0
"25693",31,42,1,1,61,61,1,29,1,2016,2013,55,0
"25694",36,42,1,1,77,77,0,21,1,2016,2014,49,0
"25695",40,42,1,1,57,57,1,5,1,2016,2008,49,0
"25696",46,42,2,1,37,37,0,13,1,2016,2014,20,0
"25697",50,42,2,1,31,31,1,7,1,2016,2015,35,0
"25698",55,42,2,1,24,24,0,2,2,2016,2011,48,0
"25699",56,42,1,1,27,27,1,28,1,2016,2015,12,0
"25700",70,42,1,1,30,30,0,20,2,2016,2012,20,0
"25701",82,42,1,1,24,24,1,14,2,2016,2012,35,0
"25702",89,42,3,1,24,24,0,6,2,2016,2010,20,0
"25703",92,42,1,1,25,25,1,24,2,2016,2008,35,0
"25704",97,42,1,1,55,55,0,24,2,2016,2014,7,0
"25705",98,42,1,1,28,28,0,14,2,2016,2012,37,0
"25706",100,42,3,1,25,25,0,10,2,2016,2011,12,0
"25707",110,42,2,1,37,37,0,24,2,2016,2014,7,0
"25708",117,42,1,1,34,34,1,1,2,2016,2009,20,0
"25709",124,42,1,1,57,57,1,9,1,2016,2010,12,0
"25710",128,42,1,1,39,39,1,9,3,2016,2014,58,0
"25711",131,42,1,1,83,83,0,29,3,2016,2014,49,0
"25712",135,42,1,1,33,33,0,11,3,2016,2011,12,0
"25713",136,42,1,1,53,53,0,21,3,2016,2009,20,0
"25714",141,42,1,1,33,33,0,4,3,2016,2011,7,0
"25715",144,42,1,1,68,68,1,19,3,2016,2015,12,0
"25716",149,42,1,1,39,39,1,5,3,2016,2015,2,0
"25717",152,42,1,1,25,25,1,27,3,2016,2013,20,0
"25718",156,42,3,1,67,67,0,17,3,2016,2008,12,0
"25719",161,42,1,1,88,88,1,21,3,2016,2013,55,0
"25720",171,42,1,1,31,31,1,13,3,2016,2016,30,0
"25721",172,42,3,1,61,61,0,20,3,2016,2015,20,0
"25722",177,42,1,1,67,67,1,2,3,2016,2008,55,0
"25723",178,42,1,1,47,47,1,3,3,2016,2012,20,0
"25724",198,42,1,1,78,78,1,27,1,2016,2008,20,0
"25725",199,42,1,1,25,25,1,3,4,2016,2012,30,0
"25726",203,42,1,1,31,31,0,11,1,2016,2009,24,0
"25727",206,42,1,1,26,26,1,17,3,2016,2008,23,0
"25728",210,42,1,1,22,22,1,2,4,2016,2014,55,0
"25729",211,42,1,1,22,22,0,6,4,2016,2015,12,0
"25730",224,42,2,1,56,56,1,7,3,2016,2009,23,0
"25731",230,42,1,1,80,80,1,12,4,2016,2009,20,0
"25732",235,42,1,1,75,75,0,22,4,2016,2014,49,0
"25733",237,42,1,1,52,52,0,26,4,2016,2014,41,0
"25734",245,42,1,1,49,49,1,8,4,2016,2008,37,0
"25735",246,42,2,1,25,25,0,12,4,2016,2015,35,0
"25736",253,42,1,1,18,18,0,18,4,2016,2010,30,0
"25737",258,42,1,1,50,50,0,13,4,2016,2012,63,0
"25738",262,42,1,1,39,39,1,7,5,2016,2010,14,0
"25739",268,42,1,1,65,65,1,7,4,2016,2013,12,0
"25740",275,42,1,1,86,86,0,21,4,2016,2013,7,0
"25741",293,42,1,1,57,57,1,2,5,2016,2015,2,0
"25742",301,42,1,1,49,49,0,11,5,2016,2016,12,0
"25743",302,42,1,1,65,65,0,21,5,2016,2013,59,0
"25744",303,42,1,1,29,29,1,27,5,2016,2011,63,0
"25745",304,42,1,1,25,25,0,20,5,2016,2012,13,0
"25746",306,42,1,1,64,64,1,14,5,2016,2011,12,0
"25747",311,42,1,1,66,66,0,13,5,2016,2013,12,0
"25748",322,42,3,1,44,44,0,9,5,2016,2011,37,0
"25749",326,42,2,1,49,49,0,25,5,2016,2011,49,0
"25750",327,42,3,1,26,26,0,4,5,2016,2011,49,0
"25751",334,42,1,1,22,22,0,12,5,2016,2013,55,0
"25752",338,42,1,1,26,26,1,21,5,2016,2008,12,0
"25753",349,42,1,1,52,52,0,1,6,2016,2015,12,0
"25754",358,42,2,1,25,25,0,28,6,2016,2013,35,0
"25755",361,42,1,1,67,67,1,2,6,2016,2016,35,0
"25756",362,42,1,1,71,71,1,10,6,2016,2014,48,0
"25757",368,42,1,1,92,92,1,20,6,2016,2011,55,0
"25758",369,42,2,1,61,61,0,28,6,2016,2011,55,0
"25759",372,42,1,1,42,42,1,4,6,2016,2012,30,0
"25760",375,42,1,1,40,40,1,5,6,2016,2009,7,0
"25761",376,42,1,1,34,34,0,1,6,2016,2016,37,0
"25762",384,42,1,1,29,29,1,8,6,2016,2008,37,0
"25763",391,42,1,1,78,78,1,10,5,2016,2008,14,0
"25764",403,42,1,1,23,23,1,14,6,2016,2008,7,0
"25765",404,42,1,1,44,44,1,27,6,2016,2015,20,0
"25766",409,42,1,1,78,78,1,8,6,2016,2013,63,0
"25767",416,42,1,1,73,73,0,12,6,2016,2016,55,0
"25768",426,42,1,1,24,24,1,20,5,2016,2008,7,0
"25769",430,42,1,1,18,18,0,13,5,2016,2015,20,0
"25770",433,42,2,1,52,52,0,24,6,2016,2015,20,0
"25771",442,42,1,1,53,53,0,21,7,2016,2008,34,0
"25772",444,42,1,1,47,47,1,31,5,2016,2011,63,0
"25773",445,42,1,1,27,27,1,27,7,2016,2010,35,0
"25774",451,42,1,1,61,61,0,17,7,2016,2012,35,0
"25775",453,42,1,1,78,78,1,22,6,2016,2013,53,0
"25776",456,42,2,1,46,46,0,17,5,2016,2011,48,0
"25777",464,42,2,1,24,24,0,6,6,2016,2011,2,0
"25778",469,42,1,1,51,51,1,23,7,2016,2013,63,0
"25779",473,42,1,1,38,38,0,16,6,2016,2010,12,0
"25780",474,42,2,1,55,55,0,19,7,2016,2010,20,0
"25781",475,42,1,1,18,18,1,9,1,2016,2013,20,0
"25782",478,42,1,1,56,56,0,27,5,2016,2012,20,0
"25783",482,42,1,1,33,33,0,9,4,2016,2008,12,0
"25784",496,42,1,1,75,75,1,26,7,2016,2010,55,0
"25785",497,42,1,1,68,68,0,20,7,2016,2010,49,0
"25786",506,42,5,1,55,55,0,12,5,2016,2016,48,0
"25787",512,42,2,1,67,67,0,6,7,2016,2013,55,0
"25788",515,42,1,1,84,84,0,22,7,2016,2014,49,0
"25789",519,42,1,1,43,43,1,4,7,2016,2012,55,0
"25790",521,42,1,1,45,45,1,9,7,2016,2016,49,0
"25791",524,42,1,1,22,22,0,31,7,2016,2016,62,0
"25792",538,42,1,1,64,64,1,27,7,2016,2010,59,0
"25793",540,42,1,1,72,72,0,16,7,2016,2011,49,0
"25794",544,42,1,1,31,31,1,10,7,2016,2015,20,0
"25795",545,42,1,1,30,30,0,14,7,2016,2009,18,0
"25796",550,42,1,1,44,44,0,15,8,2016,2012,12,0
"25797",556,42,1,1,33,33,1,3,8,2016,2009,35,0
"25798",557,42,2,1,41,41,1,12,8,2016,2008,20,0
"25799",558,42,2,1,50,50,0,27,8,2016,2013,12,0
"25800",563,42,1,1,87,87,1,20,7,2016,2013,12,0
"25801",565,42,2,1,32,32,0,19,7,2016,2016,12,0
"25802",571,42,2,1,59,59,0,23,8,2016,2011,20,0
"25803",572,42,1,1,60,60,1,5,8,2016,2013,12,0
"25804",573,42,1,1,39,39,1,20,8,2016,2014,20,0
"25805",575,42,1,1,68,68,0,26,8,2016,2013,35,0
"25806",581,42,2,1,45,45,0,22,8,2016,2012,35,0
"25807",587,42,1,1,53,53,1,2,8,2016,2010,49,0
"25808",593,42,1,1,27,27,1,10,9,2016,2014,37,0
"25809",595,42,2,1,28,28,0,3,9,2016,2016,41,0
"25810",596,42,1,1,25,25,0,14,9,2016,2013,12,0
"25811",600,42,1,1,29,29,0,8,2,2016,2013,12,0
"25812",605,42,2,1,48,48,1,23,6,2016,2015,20,0
"25813",613,42,1,1,23,23,1,28,7,2016,2014,2,0
"25814",616,42,1,1,84,84,1,18,7,2016,2012,53,0
"25815",619,42,1,1,76,76,1,13,8,2016,2015,41,0
"25816",620,42,1,1,86,86,1,13,7,2016,2015,12,0
"25817",621,42,1,1,19,19,0,20,9,2016,2012,67,0
"25818",628,42,1,1,56,56,0,11,8,2016,2015,35,0
"25819",630,42,1,1,36,36,0,13,8,2016,2014,34,0
"25820",634,42,1,1,77,77,0,22,9,2016,2014,20,0
"25821",643,42,1,1,29,29,1,5,9,2016,2014,55,0
"25822",647,42,1,1,24,24,0,25,9,2016,2014,12,0
"25823",657,42,1,1,46,46,1,10,9,2016,2009,20,0
"25824",661,42,1,1,83,83,1,12,9,2016,2014,12,0
"25825",664,42,1,1,66,66,1,12,10,2016,2010,12,0
"25826",666,42,2,1,36,36,0,4,9,2016,2016,55,0
"25827",667,42,1,1,71,71,0,21,9,2016,2016,42,0
"25828",671,42,1,1,72,72,1,11,10,2016,2008,63,0
"25829",682,42,1,1,19,19,1,29,8,2016,2008,49,0
"25830",685,42,1,1,26,26,0,3,8,2016,2011,2,0
"25831",701,42,1,1,28,28,1,8,7,2016,2014,55,0
"25832",702,42,2,1,33,33,1,18,9,2016,2016,49,0
"25833",704,42,1,1,20,20,1,10,9,2016,2012,37,0
"25834",706,42,1,1,25,25,1,5,9,2016,2012,51,0
"25835",710,42,1,1,66,66,1,7,9,2016,2010,7,0
"25836",711,42,1,1,70,70,1,24,10,2016,2013,35,0
"25837",715,42,1,1,23,23,0,17,10,2016,2016,37,0
"25838",717,42,1,1,82,82,0,11,9,2016,2008,49,0
"25839",720,42,1,1,70,70,0,6,10,2016,2016,48,0
"25840",723,42,2,1,35,35,0,21,10,2016,2012,49,0
"25841",732,42,2,1,67,67,0,30,6,2016,2013,55,0
"25842",741,42,2,1,31,31,0,8,8,2016,2011,20,0
"25843",746,42,1,1,87,87,1,29,8,2016,2015,12,0
"25844",750,42,1,1,24,24,1,25,8,2016,2015,7,0
"25845",751,42,1,1,40,40,1,22,8,2016,2016,30,0
"25846",753,42,1,1,68,68,1,28,6,2016,2016,12,0
"25847",758,42,1,1,31,31,0,6,9,2016,2016,7,0
"25848",759,42,1,1,80,80,1,5,9,2016,2014,54,0
"25849",769,42,1,1,26,26,0,23,10,2016,2008,7,0
"25850",775,42,2,1,39,39,0,25,9,2016,2008,59,0
"25851",789,42,2,1,41,41,0,19,7,2016,2009,20,0
"25852",794,42,1,1,22,22,0,25,9,2016,2012,41,0
"25853",795,42,1,1,83,83,1,4,11,2016,2012,55,0
"25854",798,42,2,1,36,36,0,7,11,2016,2012,7,0
"25855",809,42,1,1,73,73,1,31,10,2016,2014,12,0
"25856",810,42,1,1,47,47,1,21,7,2016,2011,35,0
"25857",811,42,1,1,57,57,0,9,8,2016,2009,6,0
"25858",814,42,1,1,41,41,0,14,9,2016,2012,12,0
"25859",815,42,1,1,52,52,0,22,9,2016,2012,37,0
"25860",823,42,1,1,46,46,0,13,11,2016,2015,7,0
"25861",836,42,1,1,66,66,1,12,11,2016,2012,63,0
"25862",849,42,1,1,50,50,0,22,11,2016,2011,12,0
"25863",852,42,2,1,23,23,0,2,11,2016,2009,20,0
"25864",853,42,1,1,28,28,0,11,11,2016,2016,37,0
"25865",860,42,1,1,58,58,0,13,11,2016,2014,2,0
"25866",863,42,1,1,27,27,1,24,11,2016,2013,55,0
"25867",870,42,1,1,67,67,1,6,11,2016,2010,22,0
"25868",871,42,1,1,52,52,0,18,11,2016,2013,35,0
"25869",875,42,1,1,69,69,1,18,10,2016,2014,2,0
"25870",877,42,1,1,21,21,1,1,11,2016,2011,37,0
"25871",880,42,2,1,59,59,0,4,11,2016,2013,12,0
"25872",888,42,1,1,76,76,1,6,6,2016,2011,37,0
"25873",901,42,1,1,28,28,1,4,7,2016,2012,7,0
"25874",904,42,1,1,61,61,0,16,9,2016,2012,20,0
"25875",907,42,2,1,71,71,1,16,10,2016,2008,20,0
"25876",913,42,1,1,28,28,1,28,7,2016,2014,30,0
"25877",916,42,1,1,20,20,0,17,10,2016,2012,67,0
"25878",920,42,1,1,54,54,0,23,8,2016,2013,12,0
"25879",931,42,1,1,68,68,1,15,10,2016,2008,18,0
"25880",934,42,3,1,22,22,0,6,9,2016,2015,20,0
"25881",936,42,2,1,40,40,0,3,9,2016,2015,12,0
"25882",943,42,1,1,22,22,0,7,11,2016,2013,7,0
"25883",946,42,1,1,46,46,1,19,11,2016,2016,32,0
"25884",959,42,1,1,32,32,1,26,12,2016,2016,55,0
"25885",966,42,1,1,54,54,0,31,12,2016,2016,13,0
"25886",969,42,2,1,37,37,0,10,11,2016,2014,37,0
"25887",977,42,1,1,62,62,0,5,8,2016,2017,63,0
"25888",986,42,1,1,59,59,1,15,9,2016,2014,63,0
"25889",990,42,2,1,53,53,1,30,11,2016,2010,55,0
"25890",999,42,6,1,20,20,0,5,12,2016,2012,49,0
"25891",1002,42,1,1,88,88,1,10,12,2016,2013,49,0
"25892",1005,42,1,1,32,32,0,11,11,2016,2014,7,0
"25893",1009,42,1,1,51,51,0,30,11,2016,2011,12,0
"25894",1012,42,2,1,36,36,1,23,12,2016,2008,20,0
"25895",1019,42,1,1,43,43,1,17,12,2016,2008,7,0
"25896",1022,42,2,1,20,20,0,24,12,2016,2012,37,0
"25897",1025,42,1,1,59,59,1,18,12,2016,2016,2,0
"25898",1029,42,1,1,16,16,1,15,12,2016,2010,37,0
"25899",1031,42,1,1,23,23,1,28,12,2016,2011,37,0
"25900",1033,42,2,1,40,40,0,29,12,2016,2015,20,0
"25901",1043,42,3,1,52,52,0,18,10,2016,2015,63,0
"25902",1044,42,2,1,20,20,0,26,8,2016,2013,6,0
"25903",1048,42,3,1,61,61,1,28,12,2016,2011,20,0
"25904",1050,42,2,1,48,48,0,9,12,2016,2016,20,0
"25905",1051,42,1,1,63,63,1,18,11,2016,2017,55,0
"25906",1054,42,1,1,65,65,1,23,12,2016,2016,12,0
"25907",1061,42,2,1,21,21,0,11,11,2016,2010,12,0
"25908",1062,42,2,1,56,56,0,31,10,2016,2009,49,0
"25909",1068,42,1,1,51,51,1,15,12,2016,2008,12,0
"25910",1076,42,1,1,41,41,0,18,11,2016,2008,12,0
"25911",1082,42,1,1,53,53,1,17,11,2016,2012,54,0
"25912",1083,42,1,1,22,22,0,10,10,2016,2013,49,0
"25913",1086,42,1,1,29,29,1,20,10,2016,2008,35,0
"25914",9,44,1,1,20,20,1,1,3,2016,2012,49,0
"25915",11,44,1,1,92,92,0,9,3,2016,2009,49,0
"25916",14,44,1,1,65,65,0,8,4,2016,2009,49,0
"25917",15,44,1,1,24,24,1,23,5,2016,2015,7,0
"25918",16,44,1,1,34,34,1,5,5,2016,2011,55,0
"25919",18,44,1,1,76,76,1,25,5,2016,2011,12,0
"25920",20,44,1,1,26,26,1,5,6,2016,2008,49,0
"25921",39,44,1,1,20,20,0,18,9,2016,2010,30,0
"25922",40,44,1,1,42,42,1,2,10,2016,2008,6,0
"25923",41,44,2,1,17,17,0,20,10,2016,2012,2,0
"25924",43,44,2,1,52,52,0,9,11,2016,2013,20,0
"25925",46,44,3,1,64,64,0,15,12,2016,2015,59,0
"25926",4,45,1,1,36,36,0,2,1,2016,2015,35,0
"25927",10,45,1,1,36,36,0,6,1,2016,2011,49,0
"25928",11,45,1,1,35,35,0,7,1,2016,2011,7,0
"25929",16,45,1,1,55,55,0,10,1,2016,2010,13,0
"25930",28,45,1,1,33,33,1,17,1,2016,2013,6,0
"25931",35,45,3,1,20,20,0,18,1,2016,2015,48,0
"25932",47,45,2,1,33,33,0,24,1,2016,2009,30,0
"25933",48,45,1,1,18,18,0,24,1,2016,2008,20,0
"25934",49,45,1,1,33,33,0,24,1,2016,2015,20,0
"25935",51,45,1,1,25,25,0,27,1,2016,2008,7,0
"25936",54,45,1,1,44,44,1,29,1,2016,2012,20,0
"25937",55,45,1,1,48,48,0,29,1,2016,2011,19,0
"25938",56,45,1,1,55,55,0,29,1,2016,2014,62,0
"25939",70,45,1,1,44,44,1,5,2,2016,2014,35,0
"25940",73,45,1,1,33,33,1,6,2,2016,2014,49,0
"25941",78,45,1,1,40,40,0,9,2,2016,2012,63,0
"25942",92,45,1,1,52,52,0,15,2,2016,2008,12,0
"25943",98,45,1,1,30,30,0,19,2,2016,2013,49,0
"25944",105,45,1,1,24,24,1,27,2,2016,2011,63,0
"25945",112,45,1,1,51,51,0,1,3,2016,2015,35,0
"25946",113,45,1,1,31,31,0,1,3,2016,2011,37,0
"25947",114,45,2,1,34,34,0,1,3,2016,2010,49,0
"25948",116,45,1,1,80,80,1,13,1,2016,2010,37,0
